ticker,yahoo_ticker,total_debt,total_assets,accounts_receivable,non_compliant_investments,cash,total_revenue,interest_income,net_income,market_cap,current_price,shares_outstanding,long_business_summary,fetched_at
PIAHCLB,PIAHCLB.KA,398459945000.0,396262131000.0,13005316000.0,0.0,16351527000.0,239652336000.0,238694000.0,-15548028000.0,4495938420736.0,858.78,1499999.0,"PIAHCLB.KA,0P0001T2E4,143",2026-06-01T09:01:36.650326+00:00
PIBTL,PIBTL.KA,6938960000.0,28768552000.0,471895000.0,0.0,201862000.0,13852284000.0,250918000.0,1764987000.0,10788000768.0,6.04,1786092772.0,Pakistan International Bulk Terminal Limited,2026-06-01T09:01:36.650326+00:00
PICL,PICL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PICT,PICT.KA,,3876093000.0,5750000.0,0.0,1488616000.0,10000000.0,338298000.0,-134023000.0,4365034496.0,39.99,109153152.0,Pakistan International Container Terminal Limited,2026-06-01T09:01:36.650326+00:00
PIL,PIL.KA,,,,0.0,,,0.0,,57750000.0,1.65,35000000.0,"PIL.KA,0P0000DFVR,88524",2026-06-01T09:01:36.650326+00:00
PIM,PIM.KA,,,,0.0,,,0.0,,220000000.0,11.0,20000000.0,"PIM.KA,0P0000E7Q9,3520",2026-06-01T09:01:36.650326+00:00
PINL,PINL.KA,,,,0.0,,,0.0,,331201440.0,6.55,50565105.0,"PINL.KA,0P0000BZSJ,0",2026-06-01T09:01:36.650326+00:00
PIOC,PIOC.KA,3301167000.0,85077942000.0,1864186000.0,0.0,414631000.0,35519271000.0,29713000.0,5176166000.0,39889600512.0,175.61,227148793.0,Pioneer Cement Limited,2026-06-01T09:01:36.650326+00:00
PKGI,PKGI.KA,,,,0.0,,,0.0,,370000000.0,7.4,50000000.0,"PKGI.KA,0P0000BWTT,1000",2026-06-01T09:01:36.650326+00:00
PKGP,PKGP.KA,0.0,15682322000.0,0.0,0.0,26420000.0,925405000.0,30631000.0,-333081000.0,31154393088.0,83.73,372081591.0,Pakgen Power Limited,2026-06-01T09:01:36.650326+00:00
PKGS,PKGS.KA,64246500000.0,267092116000.0,22804898000.0,0.0,5353596000.0,193227707000.0,115532000.0,-1836306000.0,46134120448.0,516.16,89379504.0,Packages Limited,2026-06-01T09:01:36.650326+00:00
PMI,PMI.KA,,,,0.0,,,0.0,,497570144.0,3.79,129392000.0,"PMI.KA,0P0000E6TT,2322286",2026-06-01T09:01:36.650326+00:00
PMPK,PMPK.KA,,,,0.0,,,0.0,,36881080320.0,598.91,61580341.0,"PMPK.KA,0P0000BIQB,100",2026-06-01T09:01:36.650326+00:00
PMRS,PMRS.KA,,,,0.0,,,0.0,,1724999936.0,460.0,3750000.0,"PMRS.KA,0P0000ATA4,0",2026-06-01T09:01:36.650326+00:00
PNGRS,PNGRS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PNSC,PNSC.KA,1952583000.0,99894034000.0,3825726000.0,0.0,7148683000.0,46363490000.0,3925930000.0,20180089000.0,64170917888.0,323.94,198095070.0,Pakistan National Shipping Corporation,2026-06-01T09:01:36.650326+00:00
POL,POL.KA,,180990063000.0,19601334000.0,0.0,68959261000.0,66741472000.0,13616947000.0,37600051000.0,155373764608.0,547.37,283855104.0,Pakistan Oilfields Limited,2026-06-01T09:01:36.650326+00:00
POML,POML.KA,,,,0.0,,,0.0,,876933952.0,112.97,7762538.0,"POML.KA,0P0000BCWI,354",2026-06-01T09:01:36.650326+00:00
POWER,POWER.KA,,,,0.0,,,0.0,,6368243200.0,4.93,1291733004.0,Power Cement Limited,2026-06-01T09:01:36.650326+00:00
POWERPS,POWERPS.KA,,,,0.0,,,0.0,,,10.6,,"POWERPS.KA,0P0001KRYG,0",2026-06-01T09:01:36.650326+00:00
POWERR1,POWERR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PPL,PPL.KA,1136412000.0,913040581000.0,577957975000.0,0.0,7207749000.0,291240687000.0,13662141000.0,115477465000.0,314598916096.0,115.62,2720973110.0,Pakistan Petroleum Limited,2026-06-01T09:01:36.650326+00:00
PPP,PPP.KA,,,,0.0,,,0.0,,719520000.0,89.94,8000000.0,"PPP.KA,0P0000BTIB,1269",2026-06-01T09:01:36.650326+00:00
PPVC,PPVC.KA,,,,0.0,,,0.0,,120411904.0,8.05,14958000.0,Pakistan PVC Limited,2026-06-01T09:01:36.650326+00:00
PQGTL,PQGTL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PREMA,PREMA.KA,,,,0.0,,,0.0,,2781093632.0,12.72,218639429.0,"PREMA.KA,0P0001E123,210442",2026-06-01T09:01:36.650326+00:00
PRET,PRET.KA,,,,0.0,,,0.0,,1764035584.0,286.23,6163000.0,Premium Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
PRIB,PRIB.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PRIC,PRIC.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PRL,PRL.KA,12350000000.0,107940926000.0,19390402000.0,0.0,2839718000.0,310351355000.0,1032177000.0,-4659666000.0,14238000128.0,22.6,630000000.0,"PRL.KA,0P0000C1IT,2739497",2026-06-01T09:01:36.650326+00:00
PRLR1,PRLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
PRWM,PRWM.KA,,,,0.0,,,0.0,,554215168.0,29.99,18480000.0,"PRWM.KA,0P0000BDTQ,1",2026-06-01T09:01:36.650326+00:00
PSEL,PSEL.KA,623669000.0,62162619000.0,901736000.0,0.0,510709000.0,16629837000.0,201414000.0,427935000.0,24909611008.0,765.88,32524170.0,"PSEL.KA,0P0000B4J3,20",2026-06-01T09:01:36.650326+00:00
PSMC,PSMC.KA,,,,0.0,,,0.0,,,,82299800.0,Pak Suzuki Motor Company Limited,2026-06-01T09:01:36.650326+00:00
PSO,PSO.KA,3000000000.0,1063519173000.0,492939166000.0,0.0,18632516000.0,3742081969000.0,11090694000.0,18326723000.0,73953378304.0,162.46,455209732.0,Pakistan State Oil Company Limited,2026-06-01T09:01:36.650326+00:00
PSX,PSX.KA,,14188861000.0,448628000.0,0.0,196792000.0,1777956000.0,268093000.0,1027609000.0,11925971968.0,14.88,801476600.0,"PSX.KA,0P0001B71Y,1163007",2026-06-01T09:01:36.650326+00:00
PSYL,PSYL.KA,,,,0.0,,,0.0,,5140185600.0,37.06,138699000.0,"PSYL.KA,0P0000C05I,9276",2026-06-01T09:01:36.650326+00:00
PTC,PTC.KA,238351273000.0,954037566000.0,82824227000.0,0.0,38754337000.0,251733534000.0,5610259000.0,-9746117000.0,64260005888.0,12.6,3774000000.0,Pakistan Telecommunication Company Limited,2026-06-01T09:01:36.650326+00:00
PTL,PTL.KA,,,,0.0,,,0.0,,7050960384.0,41.97,168000000.0,"PTL.KA,0P0001LSZU,702328",2026-06-01T09:01:36.650326+00:00
QTECH,QTECH.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
QUET,QUET.KA,,,,0.0,,,0.0,,95550000.0,7.35,13000000.0,"QUET.KA,0P0000CAHW,1000",2026-06-01T09:01:36.650326+00:00
QUICE,QUICE.KA,,,,0.0,,,0.0,,444062848.0,4.51,98461828.0,"QUICE.KA,0P0000CL9W,387601",2026-06-01T09:01:36.650326+00:00
QUSW,QUSW.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
RAVT,RAVT.KA,,,,0.0,,,0.0,,,,25000000.0,Ravi Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
RCML,RCML.KA,,,,0.0,,,0.0,,6710759936.0,630.0,10652000.0,"RCML.KA,0P0000B0TC,0",2026-06-01T09:01:36.650326+00:00
REDCO,REDCO.KA,,,,0.0,,,0.0,,325331168.0,6.6,49292600.0,"REDCO.KA,0P0000BPTZ,612",2026-06-01T09:01:36.650326+00:00
REGAL,REGAL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
REWM,REWM.KA,,,,0.0,,,0.0,,2310820096.0,75.0,30810937.0,"REWM.KA,0P0000B34X,0",2026-06-01T09:01:36.650326+00:00
RICL,RICL.KA,,,,0.0,,,0.0,,1061891776.0,8.13,130613993.0,"RICL.KA,0P0000AMBI,100",2026-06-01T09:01:36.650326+00:00
RMPL,RMPL.KA,282691000.0,59174129000.0,3355408000.0,0.0,4137800000.0,73362632000.0,718515000.0,6534843000.0,70063570944.0,7585.57,9236428.0,"RMPL.KA,0P0000B1WS,25",2026-06-01T09:01:36.650326+00:00
RPL,RPL.KA,,,,0.0,,,0.0,,1915650048.0,13.5,141900000.0,Roshan Packages Limited,2026-06-01T09:01:36.650326+00:00
RUBY,RUBY.KA,,,,0.0,,,0.0,,396829440.0,7.6,52214400.0,Ruby Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
RUPL,RUPL.KA,,,,0.0,,,0.0,,664336000.0,19.5,34068514.0,"RUPL.KA,0P0000BQ3I,1503",2026-06-01T09:01:36.650326+00:00
SAIF,SAIF.KA,,,,0.0,,,0.0,,293711232.0,11.12,26412880.0,Saif Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
SALT,SALT.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SANE,SANE.KA,,,,0.0,,,0.0,,36897720.0,8.26,4467036.0,"SANE.KA,0P0000C3X5,503071",2026-06-01T09:01:36.650326+00:00
SANSM,SANSM.KA,,,,0.0,,,0.0,,359216224.0,30.07,11946000.0,"SANSM.KA,0P0000ANA2,5113",2026-06-01T09:01:36.650326+00:00
SAPL,SAPL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SAPT,SAPT.KA,46035980643.0,185169978366.0,22357299246.0,0.0,17533563165.0,137298442336.0,1226741850.0,13263476503.0,29713281024.0,1369.92,21689791.0,Sapphire Textile Mills Limited,2026-06-01T09:01:36.650326+00:00
SARC,SARC.KA,,,,0.0,,,0.0,,202800000.0,33.8,6000000.0,"SARC.KA,0P0000C122,0",2026-06-01T09:01:36.650326+00:00
SASML,SASML.KA,,,,0.0,,,0.0,,295548768.0,28.35,10425000.0,"SASML.KA,0P0000CK6K,12501",2026-06-01T09:01:36.650326+00:00
SAZEW,SAZEW.KA,49825282.0,41736856678.0,111137653.0,0.0,16596492181.0,108694499692.0,2028587.0,16336201342.0,67558039552.0,1117.66,60445964.0,Sazgar Engineering Works Limited,2026-06-01T09:01:36.650326+00:00
SBL,SBL.KA,,,,0.0,,,0.0,,10586506240.0,10.5,1008238648.0,"SBL.KA,0P0000EJV2,48873",2026-06-01T09:01:36.650326+00:00
SCBPL,SCBPL.KA,2126741000.0,872871088000.0,,0.0,104963337000.0,77481714000.0,88812551000.0,28780854000.0,238141194240.0,61.51,3871585021.0,"SCBPL.KA,0P0000B4E9,9507",2026-06-01T09:01:36.650326+00:00
SCHT,SCHT.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SCL,SCL.KA,,,,0.0,,,0.0,,1072499968.0,275.0,3900000.0,Shield Corporation Limited,2026-06-01T09:01:36.650326+00:00
SDIL,SDIL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SDOT,SDOT.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SEARL,SEARL.KA,3768070000.0,63560769000.0,12471522000.0,0.0,302839000.0,29400675000.0,23639000.0,-2376245000.0,32693188608.0,55.58,588218587.0,The Searle Company Limited,2026-06-01T09:01:36.650326+00:00
SEARLR1,SEARLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SEL,SEL.KA,,,,0.0,,,0.0,,213830400.0,11.2,19092000.0,"SEL.KA,0P0000BG62,0",2026-06-01T09:01:36.650326+00:00
SEPCO,SEPCO.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SEPL,SEPL.KA,,,,0.0,,,0.0,,7999557632.0,135.0,59255985.0,Security Papers Limited,2026-06-01T09:01:36.650326+00:00
SERF,SERF.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SERT,SERT.KA,,,,0.0,,,0.0,,160349408.0,11.63,13787567.0,Service Industries Textiles Limited,2026-06-01T09:01:36.650326+00:00
SFAT,SFAT.KA,,,,0.0,,,0.0,,,1.89,,"SFAT.KA,0P0000AWFA,0",2026-06-01T09:01:36.650326+00:00
SFL,SFL.KA,5333604137.0,81500229215.0,17715725180.0,0.0,1801796629.0,67485950213.0,168882593.0,3863507674.0,33052262400.0,1598.9,20671875.0,"SFL.KA,0P0000CI2K,0",2026-06-01T09:01:36.650326+00:00
SFLL,SFLL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SGABL,SGABL.KA,,,,0.0,,,0.0,,50700000.0,3.38,15000000.0,"SGABL.KA,0P0000EPBV,0",2026-06-01T09:01:36.650326+00:00
SGF,SGF.KA,,,,0.0,,,0.0,,15627533312.0,75.69,206467605.0,"SGF.KA,0P0001MAZY,173607",2026-06-01T09:01:36.650326+00:00
SGFL,SGFL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SGPL,SGPL.KA,,,,0.0,,,0.0,,147179280.0,8.23,17883267.0,S.G. Power Limited,2026-06-01T09:01:36.650326+00:00
SHCI,SHCI.KA,,,,0.0,,,0.0,,,6.49,,"SHCI.KA,0P0000BOFM,0",2026-06-01T09:01:36.650326+00:00
SHCM,SHCM.KA,,,,0.0,,,0.0,,829102208.0,47.01,17636719.0,"SHCM.KA,0P0000B9MO,161",2026-06-01T09:01:36.650326+00:00
SHDT,SHDT.KA,,,,0.0,,,0.0,,235166288.0,14.1,16678460.0,"SHDT.KA,0P0000AOCB,700",2026-06-01T09:01:36.650326+00:00
SHEL,SHEL.KA,0.0,116531683000.0,9847773000.0,0.0,9336963000.0,468921450000.0,1737409000.0,3544645000.0,31478796288.0,147.08,214024992.0,Wafi Energy Pakistan Limited,2026-06-01T09:01:36.650326+00:00
SHEZ,SHEZ.KA,,,,0.0,,,0.0,,869288960.0,89.96,9663060.0,Shezan International Limited,2026-06-01T09:01:36.650326+00:00
SHFA,SHFA.KA,579756000.0,21313427000.0,1346189000.0,0.0,2157203000.0,23553578000.0,102451000.0,1370496000.0,9033967616.0,142.91,63214383.0,Shifa International Hospitals Limited,2026-06-01T09:01:36.650326+00:00
SHJS,SHJS.KA,,,,0.0,,,0.0,,1171682560.0,97.55,12011096.0,"SHJS.KA,0P0000BV8G,201",2026-06-01T09:01:36.650326+00:00
SHNI,SHNI.KA,,,,0.0,,,0.0,,442308704.0,4.22,104812500.0,"SHNI.KA,0P0000BTMZ,11165",2026-06-01T09:01:36.650326+00:00
SHSML,SHSML.KA,,,,0.0,,,0.0,,8824222720.0,417.84,21118663.0,"SHSML.KA,0P0000ASPG,2245",2026-06-01T09:01:36.650326+00:00
SIBL,SIBL.KA,,911550493.0,,0.0,31119383.0,117255294.0,50932713.0,20010101.0,292194048.0,4.94,59148592.0,"SIBL.KA,0P0000C2ZL,1321",2026-06-01T09:01:36.650326+00:00
SICL,SICL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SIEM,SIEM.KA,,,,0.0,,,0.0,,3884436992.0,471.01,8247037.0,Siemens (Pakistan) Engineering Co. Ltd.,2026-06-01T09:01:36.650326+00:00
SILK,SILK.KA,,,,0.0,,,0.0,,9081860096.0,1.0,9081860096.0,Silkbank Limited,2026-06-01T09:01:36.650326+00:00
SINDM,SINDM.KA,,,,0.0,,,0.0,,477000032.0,10.6,45000000.0,"SINDM.KA,0P000159JI,0",2026-06-01T09:01:36.650326+00:00
SING,SING.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SITC,SITC.KA,,,,0.0,,,0.0,,6434179584.0,300.25,21429407.0,Sitara Chemical Industries Limited,2026-06-01T09:01:36.650326+00:00
SJTM,SJTM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SKRS,SKRS.KA,,,,0.0,,,0.0,,386374560.0,8.66,44616000.0,"SKRS.KA,0P0000AFQN,4373",2026-06-01T09:01:36.650326+00:00
SLCL,SLCL.KA,,,,0.0,,,0.0,,,1.0,,"SLCL.KA,0P0000BTT2,0",2026-06-01T09:01:36.650326+00:00
SLGL,SLGL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SLL,SLL.KA,0.0,283822889.0,0.0,0.0,4749544.0,11402096.0,12914.0,-69349604.0,75200000.0,2.35,32000000.0,"SLL.KA,0P0001BLED,1001",2026-06-01T09:01:36.650326+00:00
SLSO,SLSO.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SLSOPP,SLSOPP.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SLSOPVI,SLSOPVI.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SLYT,SLYT.KA,,,,0.0,,,0.0,,57739500.0,6.58,8775000.0,"SLYT.KA,0P0000CM4J,711",2026-06-01T09:01:36.650326+00:00
SMBL,SMBL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SMBLCPSA,SMBLCPSA.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SMBLCPSB,SMBLCPSB.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SMCPL,SMCPL.KA,,,,0.0,,,0.0,,765749952.0,30.63,25000000.0,"SMCPL.KA,0P0000RUH8,1271582",2026-06-01T09:01:36.650326+00:00
SML,SML.KA,557000.0,26405581000.0,62605000.0,0.0,24453000.0,13997780000.0,7799000.0,-2646333000.0,4982499840.0,39.86,125000000.0,"SML.KA,0P0000CI5L,1",2026-06-01T09:01:36.650326+00:00
SMLR1,SMLR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SMTM,SMTM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SNAI,SNAI.KA,,,,0.0,,,0.0,,459195008.0,23.0,19965000.0,"SNAI.KA,0P0000BXFP,2001",2026-06-01T09:01:36.650326+00:00
SNBL,SNBL.KA,53011349000.0,852476620000.0,,0.0,69872980000.0,34840406000.0,84375456000.0,4557734000.0,14629691392.0,13.27,1102463481.0,Soneri Bank Limited,2026-06-01T09:01:36.650326+00:00
SNGP,SNGP.KA,15236936000.0,1681646028000.0,181166336000.0,0.0,15925090000.0,1408551237000.0,18166137000.0,14591947000.0,45644570624.0,71.97,634216665.0,Sui Northern Gas Pipelines Limited,2026-06-01T09:01:36.650326+00:00
SPAC1,SPAC1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SPCL,SPCL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SPEL,SPEL.KA,,,,0.0,,,0.0,,6449476096.0,32.29,199736016.0,SPEL Limited,2026-06-01T09:01:36.650326+00:00
SPL,SPL.KA,,,,0.0,,,0.0,,692606976.0,12.57,55100000.0,"SPL.KA,0P0000BZ1V,2106",2026-06-01T09:01:36.650326+00:00
SPLC,SPLC.KA,,,,0.0,,,0.0,,,0.9,,"SPLC.KA,0P0000C1IJ,0",2026-06-01T09:01:36.650326+00:00
SPLCTFC3,SPLCTFC3.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SPSL,SPSL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SPWL,SPWL.KA,643819937.0,17138812313.0,2496462527.0,0.0,11459474.0,9188771272.0,596418105.0,-38447596.0,7215428096.0,18.67,386471779.0,Saif Power Limited,2026-06-01T09:01:36.650326+00:00
SRR,SRR.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SRSM,SRSM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SRVI,SRVI.KA,12352993000.0,136807603000.0,16969393000.0,0.0,8480692000.0,148449359000.0,297554000.0,8756308000.0,45344772096.0,965.04,46987454.0,"SRVI.KA,0P0000AWRR,1074",2026-06-01T09:01:36.650326+00:00
SSGC,SSGC.KA,11049039000.0,1121891828000.0,130982705000.0,0.0,2925655000.0,446444137000.0,517502000.0,3441252000.0,8069193216.0,9.16,880916309.0,Sui Southern Gas Company Limited,2026-06-01T09:01:36.650326+00:00
SSIC,SSIC.KA,,,,0.0,,,0.0,,,6.34,,"SSIC.KA,0P0000BVG2,0",2026-06-01T09:01:36.650326+00:00
SSML,SSML.KA,,,,0.0,,,0.0,,182027712.0,6.1,29840607.0,"SSML.KA,0P0000AMMI,3200",2026-06-01T09:01:36.650326+00:00
SSOM,SSOM.KA,,,,0.0,,,0.0,,404575616.0,71.5,5658400.0,S.S. Oil Mills Limited,2026-06-01T09:01:36.650326+00:00
STCL,STCL.KA,,,,0.0,,,0.0,,3460574208.0,14.46,239320475.0,Shabbir Tiles and Ceramics Limited,2026-06-01T09:01:36.650326+00:00
STJT,STJT.KA,,,,0.0,,,0.0,,763139968.0,79.0,9660000.0,"STJT.KA,0P0000BE04,0",2026-06-01T09:01:36.650326+00:00
STL,STL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
STML,STML.KA,,,,0.0,,,0.0,,211680000.0,24.5,8640000.0,"STML.KA,0P0000AM0X,0",2026-06-01T09:01:36.650326+00:00
STPL,STPL.KA,,,,0.0,,,0.0,,1261033216.0,5.5,229278770.0,"STPL.KA,0P0000CDFM,180513",2026-06-01T09:01:36.650326+00:00
STYLERS,STYLERS.KA,,,,0.0,,,0.0,,22251440128.0,45.52,488827773.0,"STYLERS.KA,0P0001S9Y4,1",2026-06-01T09:01:36.650326+00:00
SUCM,SUCM.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SUHJ,SUHJ.KA,,,,0.0,,,0.0,,113129904.0,26.11,4332819.0,"SUHJ.KA,0P0000C4FL,0",2026-06-01T09:01:36.650326+00:00
SURAJ,SURAJ.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SURC,SURC.KA,,,,0.0,,,0.0,,6348165632.0,130.06,48809515.0,Suraj Cotton Mills Limited,2026-06-01T09:01:36.650326+00:00
SUTM,SUTM.KA,,,,0.0,,,0.0,,1757843968.0,84.92,20700000.0,"SUTM.KA,0P0000B17A,0",2026-06-01T09:01:36.650326+00:00
SWL,SWL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
SYM,SYM.KA,,,,0.0,,,0.0,,1377735936.0,4.83,285245524.0,"SYM.KA,0P0001RK6Z,643532",2026-06-01T09:01:36.650326+00:00
SYS,SYS.KA,0.0,75488572268.0,18610256407.0,0.0,13452051300.0,80391884594.0,119204128.0,11041077961.0,664785321984.0,451.19,1473404435.0,Systems Limited,2026-06-01T09:01:36.650326+00:00
SZTM,SZTM.KA,,,,0.0,,,0.0,,637983680.0,35.5,17971372.0,"SZTM.KA,0P0000AUD0,0",2026-06-01T09:01:36.650326+00:00
TAJT,TAJT.KA,,,,0.0,,,0.0,,,0.41,,"TAJT.KA,0P0000ASH2,0",2026-06-01T09:01:36.650326+00:00
TATM,TATM.KA,,,,0.0,,,0.0,,3508559872.0,62.66,55993614.0,"TATM.KA,0P0000CGO8,0",2026-06-01T09:01:36.650326+00:00
TBL,TBL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
TCLTC,TCLTC.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
TCORP,TCORP.KA,,,,0.0,,,0.0,,793150848.0,11.98,66206250.0,"TCORP.KA,0P0000B6SU,4120",2026-06-01T09:01:36.650326+00:00
TCORPCPS,TCORPCPS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
TCORPR1,TCORPR1.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
TDIL,TDIL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
TELE,TELE.KA,,,,0.0,,,0.0,,2444872448.0,7.22,338625000.0,"TELE.KA,0P0000CIFD,1034603",2026-06-01T09:01:36.650326+00:00
TGL,TGL.KA,,,,0.0,,,0.0,,19955898368.0,115.91,172167187.0,Tariq Glass Industries Limited,2026-06-01T09:01:36.650326+00:00
THALL,THALL.KA,3922134000.0,71981740000.0,5324021000.0,0.0,2227608000.0,29405904000.0,680807000.0,8512687000.0,36925333504.0,455.7,81029909.0,Thal Limited,2026-06-01T09:01:36.650326+00:00
THAS,THAS.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
THCCL,THCCL.KA,,,,0.0,,,0.0,,19912994816.0,47.01,423590625.0,Thatta Cement Company Limited,2026-06-01T09:01:36.650326+00:00
TICL,TICL.KA,,,,0.0,,,0.0,,4113811456.0,273.83,15023232.0,"TICL.KA,0P0000AVIY,125",2026-06-01T09:01:36.650326+00:00
TOMCL,TOMCL.KA,,,,0.0,,,0.0,,7266555392.0,37.01,196340334.0,"TOMCL.KA,0P0001KGYP,3198500",2026-06-01T09:01:36.650326+00:00
TOWL,TOWL.KA,,,,0.0,,,0.0,,2362830080.0,138.99,17000000.0,Towellers Limited,2026-06-01T09:01:36.650326+00:00
TPL,TPL.KA,,,,0.0,,,0.0,,1069191040.0,4.0,267297763.0,"TPL.KA,0P0000WIEV,441446",2026-06-01T09:01:36.650326+00:00
TPLI,TPLI.KA,,,,0.0,,,0.0,,2132740480.0,10.75,198394462.0,"TPLI.KA,0P0000U9LD,2504",2026-06-01T09:01:36.650326+00:00
TPLL,TPLL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
TPLP,TPLP.KA,,,,0.0,,,0.0,,4499916800.0,8.02,561086879.0,"TPLP.KA,0P00018B2N,3733888",2026-06-01T09:01:36.650326+00:00
TPLT,TPLT.KA,,,,0.0,,,0.0,,1091743744.0,5.83,187263093.0,"TPLT.KA,0P0001KIMG,8652",2026-06-01T09:01:36.650326+00:00
TREET,TREET.KA,,,,0.0,,,0.0,,5669320192.0,15.28,371028814.0,"TREET.KA,0P0000BYHT,1265799",2026-06-01T09:01:36.650326+00:00
TREI,TREI.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
TRG,TRG.KA,,40582030000.0,,0.0,31654000.0,2562000.0,154443000.0,-30848100000.0,29729243136.0,54.51,545390665.0,"TRG.KA,0P0000C905,1531148",2026-06-01T09:01:36.650326+00:00
TRIBL,TRIBL.KA,,,,0.0,,,0.0,,,0.97,,"TRIBL.KA,0P0000AHNW,0",2026-06-01T09:01:36.650326+00:00
TRIPF,TRIPF.KA,,,,0.0,,,0.0,,4462000128.0,115.0,38800000.0,Tri-Pack Films Limited,2026-06-01T09:01:36.650326+00:00
TRPOL,TRPOL.KA,,,,0.0,,,0.0,,,,,,2026-06-01T09:01:36.650326+00:00
TRSM,TRSM.KA,,,,0.0,,,0.0,,74500000.0,2.5,29800000.0,"TRSM.KA,0P0000BRIJ,2",2026-06-01T09:01:36.650326+00:00
TSBL,TSBL.KA,,,,0.0,,,0.0,,7177499648.0,9.57,750000000.0,"TSBL.KA,0P0000AXOZ,0",2026-06-01T09:01:36.650326+00:00
